   -0.00   1.10000 -1.26866e-03
   -0.00   2.20000 -1.05711e-03
   -0.00   3.30000 -6.73078e-04
   -0.00   4.40000 -9.19199e-05
   -0.00   5.50000  7.10054e-04
   -0.00   6.60000  1.75558e-03
   -0.00   7.70000  3.06644e-03
   -0.00   8.80000  4.66346e-03
   -0.00   9.90000  6.56652e-03
   -0.00  11.00000  8.79453e-03

   18.00 -11.00000 -1.50086e-04
   18.00  -9.90000  6.35774e-05
   18.00  -8.80000  1.15663e-04
   18.00  -7.70000  4.13102e-05
   18.00  -6.60000 -1.25295e-04
   18.00  -5.50000 -3.50922e-04
   18.00  -4.40000 -6.03294e-04
   18.00  -3.30000 -8.51087e-04
   18.00  -2.20000 -1.06393e-03
   18.00  -1.10000 -1.21242e-03
   18.00   0.00000 -1.26808e-03
   18.00   1.10000 -1.20341e-03
   18.00   2.20000 -9.91853e-04
   18.00   3.30000 -6.07820e-04
   18.00   4.40000 -2.66619e-05
   18.00   5.50000  7.75312e-04
   18.00   6.60000  1.82084e-03
   18.00   7.70000  3.13170e-03
   18.00   8.80000  4.72872e-03
   18.00   9.90000  6.63178e-03
   18.00  11.00000  8.85979e-03

   36.00 -11.00000  3.93004e-05
   36.00  -9.90000  2.52963e-04
   36.00  -8.80000  3.05049e-04
   36.00  -7.70000  2.30696e-04
   36.00  -6.60000  6.40908e-05
   36.00  -5.50000 -1.61536e-04
   36.00  -4.40000 -4.13908e-04
   36.00  -3.30000 -6.61701e-04
   36.00  -2.20000 -8.74546e-04
   36.00  -1.10000 -1.02303e-03
   36.00   0.00000 -1.07869e-03
   36.00   1.10000 -1.01402e-03
   36.00   2.20000 -8.02467e-04
   36.00   3.30000 -4.18434e-04
   36.00   4.40000  1.62724e-04
   36.00   5.50000  9.64698e-04
   36.00   6.60000  2.01022e-03
   36.00   7.70000  3.32108e-03
   36.00   8.80000  4.91810e-03
   36.00   9.90000  6.82116e-03
   36.00  11.00000  9.04917e-03

   54.00 -11.00000  3.34276e-04
   54.00  -9.90000  5.47939e-04
   54.00  -8.80000  6.00025e-04
   54.00  -7.70000  5.25672e-04
   54.00  -6.60000  3.59066e-04
   54.00  -5.50000  1.33439e-04
   54.00  -4.40000 -1.18932e-04
   54.00  -3.30000 -3.66725e-04
   54.00  -2.20000 -5.79571e-04
   54.00  -1.10000 -7.28054e-04
   54.00   0.00000 -7.83714e-04
   54.00   1.10000 -7.19044e-04
   54.00   2.20000 -5.07492e-04
   54.00   3.30000 -1.23459e-04
   54.00   4.40000  4.57700e-04
   54.00   5.50000  1.25967e-03
   54.00   6.60000  2.30520e-03
   54.00   7.70000  3.61606e-03
   54.00   8.80000  5.21308e-03
   54.00   9.90000  7.11614e-03
   54.00  11.00000  9.34415e-03

   72.00 -11.00000  7.05967e-04
   72.00  -9.90000  9.19630e-04
   72.00  -8.80000  9.71716e-04
   72.00  -7.70000  8.97363e-04
   72.00  -6.60000  7.30758e-04
   72.00  -5.50000  5.05130e-04
   72.00  -4.40000  2.52759e-04
   72.00  -3.30000  4.96596e-06
   72.00  -2.20000 -2.07880e-04
   72.00  -1.10000 -3.56363e-04
   72.00   0.00000 -4.12023e-04
   72.00   1.10000 -3.47353e-04
   72.00   2.20000 -1.35801e-04
   72.00   3.30000  2.48233e-04
   72.00   4.40000  8.29391e-04
   72.00   5.50000  1.63136e-03
   72.00   6.60000  2.67689e-03
   72.00   7.70000  3.98775e-03
   72.00   8.80000  5.58477e-03
   72.00   9.90000  7.48783e-03
   72.00  11.00000  9.71584e-03

   90.00 -11.00000  1.11799e-03
   90.00  -9.90000  1.33165e-03
   90.00  -8.80000  1.38374e-03
   90.00  -7.70000  1.30939e-03
   90.00  -6.60000  1.14278e-03
   90.00  -5.50000  9.17153e-04
   90.00  -4.40000  6.64782e-04
   90.00  -3.30000  4.16989e-04
   90.00  -2.20000  2.04143e-04
   90.00  -1.10000  5.56602e-05
   90.00   0.00000  1.91255e-10
   90.00   1.10000  6.46700e-05
   90.00   2.20000  2.76222e-04
   90.00   3.30000  6.60255e-04
   90.00   4.40000  1.24141e-03
   90.00   5.50000  2.04339e-03
   90.00   6.60000  3.08891e-03
   90.00   7.70000  4.39977e-03
   90.00   8.80000  5.99679e-03
   90.00   9.90000  7.89985e-03
   90.00  11.00000  1.01279e-02

  108.00 -11.00000  1.53001e-03
  108.00  -9.90000  1.74368e-03
  108.00  -8.80000  1.79576e-03
  108.00  -7.70000  1.72141e-03
  108.00  -6.60000  1.55480e-03
  108.00  -5.50000  1.32918e-03
  108.00  -4.40000  1.07680e-03
  108.00  -3.30000  8.29011e-04
  108.00  -2.20000  6.16166e-04
  108.00  -1.10000  4.67683e-04
  108.00   0.00000  4.12023e-04
  108.00   1.10000  4.76693e-04
  108.00   2.20000  6.88245e-04
  108.00   3.30000  1.07228e-03
  108.00   4.40000  1.65344e-03
  108.00   5.50000  2.45541e-03
  108.00   6.60000  3.50094e-03
  108.00   7.70000  4.81180e-03
  108.00   8.80000  6.40882e-03
  108.00   9.90000  8.31187e-03
  108.00  11.00000  1.05399e-02

  126.00 -11.00000  1.90170e-03
  126.00  -9.90000  2.11537e-03
  126.00  -8.80000  2.16745e-03
  126.00  -7.70000  2.09310e-03
  126.00  -6.60000  1.92649e-03
  126.00  -5.50000  1.70087e-03
  126.00  -4.40000  1.44850e-03
  126.00  -3.30000  1.20070e-03
  126.00  -2.20000  9.87857e-04
  126.00  -1.10000  8.39374e-04
  126.00   0.00000  7.83714e-04
  126.00   1.10000  8.48384e-04
  126.00   2.20000  1.05994e-03
  126.00   3.30000  1.44397e-03
  126.00   4.40000  2.02513e-03
  126.00   5.50000  2.82710e-03
  126.00   6.60000  3.87263e-03
  126.00   7.70000  5.18349e-03
  126.00   8.80000  6.78051e-03
  126.00   9.90000  8.68357e-03
  126.00  11.00000  1.09116e-02

  144.00 -11.00000  2.19668e-03
  144.00  -9.90000  2.41034e-03
  144.00  -8.80000  2.46243e-03
  144.00  -7.70000  2.38808e-03
  144.00  -6.60000  2.22147e-03
  144.00  -5.50000  1.99584e-03
  144.00  -4.40000  1.74347e-03
  144.00  -3.30000  1.49568e-03
  144.00  -2.20000  1.28283e-03
  144.00  -1.10000  1.13435e-03
  144.00   0.00000  1.07869e-03
  144.00   1.10000  1.14336e-03
  144.00   2.20000  1.35491e-03
  144.00   3.30000  1.73895e-03
  144.00   4.40000  2.32010e-03
  144.00   5.50000  3.12208e-03
  144.00   6.60000  4.16760e-03
  144.00   7.70000  5.47846e-03
  144.00   8.80000  7.07548e-03
  144.00   9.90000  8.97854e-03
  144.00  11.00000  1.12066e-02

  162.00 -11.00000  2.38607e-03
  162.00  -9.90000  2.59973e-03
  162.00  -8.80000  2.65181e-03
  162.00  -7.70000  2.57746e-03
  162.00  -6.60000  2.41086e-03
  162.00  -5.50000  2.18523e-03
  162.00  -4.40000  1.93286e-03
  162.00  -3.30000  1.68506e-03
  162.00  -2.20000  1.47222e-03
  162.00  -1.10000  1.32374e-03
  162.00   0.00000  1.26808e-03
  162.00   1.10000  1.33275e-03
  162.00   2.20000  1.54430e-03
  162.00   3.30000  1.92833e-03
  162.00   4.40000  2.50949e-03
  162.00   5.50000  3.31146e-03
  162.00   6.60000  4.35699e-03
  162.00   7.70000  5.66785e-03
  162.00   8.80000  7.26487e-03
  162.00   9.90000  9.16793e-03
  162.00  11.00000  1.13959e-02

  180.00 -11.00000  2.45132e-03
  180.00  -9.90000  2.66499e-03
  180.00  -8.80000  2.71707e-03
  180.00  -7.70000  2.64272e-03
  180.00  -6.60000  2.47611e-03
  180.00  -5.50000  2.25049e-03
  180.00  -4.40000  1.99812e-03
  180.00  -3.30000  1.75032e-03
  180.00  -2.20000  1.53748e-03
  180.00  -1.10000  1.38899e-03
  180.00   0.00000  1.33333e-03
  180.00   1.10000  1.39800e-03
  180.00   2.20000  1.60956e-03
  180.00   3.30000  1.99359e-03
  180.00   4.40000  2.57475e-03
  180.00   5.50000  3.37672e-03
  180.00   6.60000  4.42225e-03
  180.00   7.70000  5.73311e-03
  180.00   8.80000  7.33013e-03
  180.00   9.90000  9.23319e-03
  180.00  11.00000  1.14612e-02

